title,is_productive
ISS Commander Kelly Discusses Shooting Aftermath with Network Media
Japanese Cargo Ship Heads for the International Space Station
On this Week At NASA...
Scientists Brief the Media on a Glory-ous New Mission
International Space Station Astronauts speak with United Kingdom students
International Space Station Astronauts speak with Oregon students
Stardust-NExT Scientists Excited About Valentine's Day
Discovery's New Target Launch Date Tops This Week @NASA
"Waking up, working, and going to sleep in Zero G"
Astronaut Scott Kelly confides with Primetime Host Diane Sawyer
"Mars Exploration Detailed at Smithsonian's ""Air and Space"""
"European Astronaut Discusses Life in Space with Britain's ""Beeb"""
STS-133 Target Launch Date Tops This Week @NASA -- Updated
Station Crew Shares Mission Details with Florida Students
Russian Prime Minister Calls ISS
NASA'S Mission Control and ISS Crew Observe National Moment of Silence
NASA's Kepler Spacecraft Discovers Its First Rocky Exoplanet
NASA'S Mission Control and ISS Crew Observe National Moment of Silence
STS-133 Launch Team Practices Liftoff Procedures
Station Crew Talks with Stateside TV
Shuttle Discovery's External Tank Undergoes Modifications and More
"ESA Astronaut Nespoli ""Parla Con"" Italian TV"
"""Opportunity"" to Spend 7th Anniversary at Stadium-size Crater"
Expedition 26 Crew Gives Media Update on Mission
Happy New Year from NASA
More Scans Taken of Shuttle Discovery's External Tank for The STS-133 Mission
V Shaped Design Makes for Quieter Aircraft
Station Crew Speaks with Cleveland-area Students
This Week at NASA -- This Year at NASA (Part 1&2)
Sensors and Foam Removed From Shuttle's External Tank
"""Robinson"" and Robonaut Reach Out to Students"
"Martian Holiday- ""I'm Dreaming of a Blue Sunset"""
Discovery Rolls Off Launch Pad for Repairs Tests
ISS Crew Sends Holiday Greetings to All
"Coleman Awakens ""American Morning"""
NASA Season's Greetings 2010
Shuttle Undergoes Tanking Test
New Crew Members Welcomed to ISS
This Year @NASA 2010
Soyuz Docks to Space Station
NASA Science on the Road: Space Dogs and the Electric Atmosphere
"Administrator Shares Holiday Greetings, Praise with NASA ""Family"""
"""Best of the Best"" Launches ""Powered"" by Music"
"""Best of the Best"" Provides New Views, Commentary of Shuttle Launches"
"Coleman, Crew Members Fly to ISS"
NASA Science on the Road: Creeping Faults in California
Coleman and Crew Members Hold Final Pre-Launch News Conference
"Kelly, Crew Await Three New ISS Residents"
Cassini Spots Potential Ice Volcano on Saturn Moon
"NASA Science on the Road: Oceans, Carbon, and Climate"
Shuttle's External Tank Readied for Test
Soyuz Rolls Out to Pad for Wednesday Launch
Expedition 26 Crew's Final Launch Preps on This Week @NASA
Shuttle's Main Engines Installed for Final Planned Flight
Soyuz Crew Readies for Launch to ISS
Kelly Describes Life in Space for News Radio
Post-Demonstration Launch News Conference on NASA's Commercial Orbital Transportation Services
Dragon Successfully Launched to Earth Orbit
Station Crew Readies to Double Size
NASA's Bolden Congratulates SpaceX on Successful Launch
Dragon Successfully Launched to Earth Orbit HD
"New Show Details, Explains Changes in Arctic"
"NASA Science Seminar ""Arsenic and the Meaning of Life"""
NASA TV - Keeping Heroes Safe and the World Inspired
Falcon 9 Launch Postponed to No Earlier Than Wednesday
NASA Doc Details Chilean Miners' Rescue
Expedition 26 Crew Departs for Kazakh Launch Site
A New Look at Life on This Week @NASA
Discovery Launch No Earlier Than February 3
NASA-Funded Research Discovers Life Built with Toxic Chemical
SOFIA Observatory Completes First Science Flight
Expedition 26 Meets the Media and Pays Homage at Red Square
Students Start Space Week at Kennedy Space Center
On This Week at NASA...
Expedition 25 Crew Lands Safely in Kazakhstan
"Expedition 25 Undocks, Heads Home"
"Expedition 25 Trio Closes Hatches, Prepares for Undocking"
NASA Managers Discuss Space Shuttle Discovery's STS-133 Mission
Expedition 25 Hands Over the Space Station to Expedition 26
Space Station Crew Uses HAM Radio to Call Earth
Station Crew Offers Thanks at the Thanksgiving Holiday
Station Crew Discusses Life in Space at Department of Education Event
"Departing Station Crew Member ""Star Talks"" During In-Flight Interview"
NASA's Microsatellite FASTSAT Readies for Launch
Repairs Made to Shuttle Discovery's External Tank
EPOXI's Comet Encounter Produces Revealing Data
Wheels and Crew Chat with Rick and Bubba
EPOXI Data Reveals Comet's Secrets
Shuttle Teams Repairing Source of Leak
Repairs Made to Shuttle Discovery's External Tank
"Chandra Science Briefing Centers on ""Baby"" Black Hole Neighbor"
ISS Cosmonauts Complete Spacewalk
"Chandra Discovers ""Baby"" Black Hole Neighbor"
NASA's Operation IceBridge Continues Antarctic Mission
New Shuttle Launch Date Tops This Week @NASA
Rocket Engine for Commercial Space Vehicle Test Fired at Stennis
Discovery's Repair Begins at Kennedy
"Leinbach Shuttle's ""Button-Pusher"""
"Discovery Crew Performs ""Swimmingly"" in NBL"
"""Larry the Cable Guy"" Says ""Git-R-Done!"" and Watch NASA TV"
"NASA TV ""Larry the Cable Guy's"" Favorite Channel"
"""If You're Not, You Oughta Be!"" says NASA TV Fan ""Larry the Cable Guy"""
ISS Crew Pays Veterans Day Tribute to U.S. Servicemen and Women
NASA EPOXI Hartley Flyby Reveals New Insights into Comet Features
The Postponement of Mission STS-133 tops the billboard on This Week @ NASA
STS-133 Mission Managers Give Go-Ahead for Thursday Launch
Discovery Launch Delayed by at Least a Day
Mission Control Practices Launching Discovery
Countdown Status Briefing One Day Before Discovery Launch
ISS Crew Answers Questions From Reporters on the 10th Anniversary of Human Presence on ISS
NASA Administrator Commemorates 10th Anniversary of Space Station with Call to Expedition 25 Crew
Discovery on Target for Launch Wednesday
STS-133 Countdown to Start Today for a Targeted Wednesday Launch
Station Crew Welcomes New Supply Ship
Discovery Launch on STS-133 Mission Now Targeted for Wednesday
Shuttle Discovery Crew Arrives at Kennedy SC for STS-133 Launch
Discovery Launch Delayed
White House Praises NASA Team for Helping Chilean Miners' Rescue
Station Crew Hears from Voice of America
ISS 10th Anniversary Discussed at Johnson Space Center Roundtable
First ISS Commander Reflects on Station's 10th Anniversary
NASA Headquarters Hosts ISS 10th Anniversary Roundtable
Expedition 1 Cosmonaut Remembers Stay on ISS
ISS Life Support Among Topics at Marshall Roundtable
Kennedy Space Center Roundtable Helps NASA Mark ISS 10th Anniversary
Progress Resupply Ship Blasts Off to ISS
NASA Administrator Marks ISS Tenth Anniversary
The International Space Station: Together is the Future
Spacelab Mission Remembered as Milestone
Shuttle Discovery Crew Practices Landing
Michoud Builder of Shuttle's External Tank
Teen Sailor Thanks NASA Team for Rescue
Shuttle Launch Date Set and Buried Treasures on This Week @ NASA
NASA Sets Official Launch Date for Shuttle Discovery
NASA TV 2nd LOOK Open
"Wheels 'Checks In,' Kicks Off NASA Partnership with Foursquare"
Discovery Crew Looks Ahead to Mission
First Humanoid Robot to Join ISS Residents
"STS-133 to Supply Station with Equipment, New ""Crew Member"""
Next Shuttle Mission Features Two Spacewalks
Managers Update Status of Space Shuttle Program
Veteran Crew to Fly Next Shuttle Mission
"""Slow and Steady"" Shuttle Crawls to Launch Pad"
Six STS-133 Astronauts Ready for Final Flight of Discovery
"""NASA Helps Chilean Miners"" Tops This Week at NASA"
NASA's Sarafin Goes from Farm to Flight Director
Rolling Room Greets Returning Astronauts
Astronauts Keep Trainers in BBQ Bliss
"Nickelback Chats with Wheels, Kelly on ISS"
"Astronauts Chat with ""The Beeb"""
"Shuttle Discovery Crew, Media Meet at Launch Pad"
NASA Experts Assist in Chilean Miners' Survival and Rescue
ISS Offers Congratulations on Rescue of Chilean Miners
ISS Cmdr. Wheelock Talks with Military Media
Melvin to Head NASA Education
Shuttle Crew Arrives in Florida for Prelaunch Test
Expedition 25 Crew Unites Aboard ISS
Transformer 3' 'Stars' Pose for NASA Employees
"Successful Launch, Congressional Support Top 'This Week @ NASA'"
"STS-133 Crew Interview: Eric Boe, Pilot"
"STS-133 Crew Interview: Steve Lindsey, Commander"
"STS-133 Crew Interview: Nicole Stott, Mission Specialist"
"STS-133 Crew Interview: Alvin Drew, Mission Specialist"
"STS-133 Crew Interview: Tim Kopra, Mission Specialist"
"STS-133 Crew Interview: Mike Barratt, Mission Specialist"
Expedition 25 Launches to International Space Station
Exp 25 State Commission Meeting
Expedition 25's Kaleri Spaceflight Veteran
Expedition 25 Kelly's Second Spaceflight
Russian Flight Engineer Makes First Foray into Space
Expedition 25 Crew Readies as Rocket Rolls Out To Launch Pad
Expedition 25 Members Latest Stewards of ISS
Latest Inhabitants Continue Research Aboard Station
"WISE ""Warms Up"" for Post-Cryogenic Mission"
"Last Mission Update, The Art of Space, and Hispanic Heritage on This Week@NASA!"
"Mass Shares Shuttle's ""Close-Up"""
Astros' Pockets Deep in Mystery
"External Tank Gets Lift for ""Checkout"""
NASA Spacecraft Reveals Changes at Solar System's Edge
Alumna Walker Quizzed by Houston School's Students
"First ""Goldilocks"" Exoplanet Discovered by NASA-funded Researchers"
Hispanic American Month Profile: Dr. Ellen Ochoa
External Fuel Tank for Last Shuttle Mission Moves to VAB
"""Road to the Red Planet"""
"""Conquering the Gas Giant"""
"""Romancing the Green"""
"""Robonaut 2"""
"""Glory and the Curse of the Black Carbon"""
Shuttle's Final Fuel Tank Arrives at Kennedy
"Astronauts Get ""Float"" Training for Spacewalks"
Glenn's Flight Training Gets Second Look
Traditional Style Homecoming for Expedition 24 Crew
Expedition 24 Crew Lands Safely on the Steppe of Kazakhstan
Return of Space Travelers Explored on This Week @ NASA
Soyuz Undocks from Space Station
Earthbound Trio Bids Farewell to ISS Crew
"New Crew Announcement, Discovery Rolled Out on This Week @ NASA"
Undocking Waived Off for Soyuz Crew
Trio's Farewell Proves Premature
Space Station Command Changes Hands
Shuttle Discovery Rolled Out to Pad for Next Mission
Progress Docking and Desert RATS Top This Week @NASA
Next ISS Crew Meets Media and Pays Homage at Red Square
Station Follows Trio of Hurricanes
LRO Spacecraft Exposes Moon's Turbulent Past
Three Hurricanes Tracked by Station Cameras
ISS Crew Gives Perspective on Huricanes to Weather Channel
ISS Cameras Eye Hurricanes Julia and Igor
Dual Hurricanes in the Atlantic
Expedition 24 Discusses Mission with Media
Space Station Cameras Capture Igor
New Supplies Arrive at International Space Station
Comet Research Celebrated
Cargo Ship Docks to ISS
"NASA'S Green Summit, Discovery's Rollover, Marshall's 50th and more on This Week at NASA!"
Bolden Delivers Lecture At Purdue University
NASA Administrator Stresses Environmental Responsibility at Green Aviation Summit
Chandra Presents the Rosette Nebula
Lending a Hand - NASA Talks with Reporters About Supporting Chilean Miners
Closest-Ever Probe of Sun is New NASA Mission
"Rocket Motor Test, Tech Chief Tour Tops This Week @ NASA"
Station Cameras Provide New View of Hurricane Earl
Upgrades Completed at Kennedy Test Facility
Rocket Motor Fired in Utah Test Stand
Station Cameras Obtain Birds-Eye View of Earl and Fiona
Earl's Eye Covered By NASA Research Flight
Hurricane Earl as Seen from ISS
Shuttle Astronaut Bill Lenoir Dies
Walker Talks with Hometown TV
Newly-Discovered Sun-Like System Highlights This Week @ NASA
Expedition 23: From Launch to Landing
Interview about NASA assistance to trapped miners in Chile
U2 in Space and On Tour with NASA
"NASA Gets ""GRIP"" on Hurricane Formation"
First Multi-Planet System Discovered by Kepler
"""Avatar"" Director in NASA Earth Science Exploration PSAs"
"""A Steady Eye on Home"" Features ""Avatar"" Director"
"Galactic Super Volcano Similar to Disruptive, Icelandic Phenomenon"
"""Avatar"" Director James Cameron on NASA Earth Science"
Researchers Explore Next-Gen Trash Bag
Kennedy Ships Off ISS Spare Parts to Japan
Spacewalkers Provide Cool Under Pressure on This Week @ NASA
Moon Reveals New Secrets to Spacecraft
Rising Temperatures Mean Falling Plant Productivity Overall
Mary J. Blige Joins NASA to Promote STEM Careers for Women
NASA and Mary J. Blige Encourage Science Careers for Women
Third Time's the Charm for Spacewalkers
End of Greenland Glacier Breaks Away
New Science Module Slated for Station on This Week @ NASA
"Mars Orbiter Helps Scientists ""Follow the Water"""
Echo 1 Launched Communications Revolution
Second EVA Completed to Replace Pump on ISS
Spacewalkers Make Progress on This Week @ NASA
Astronauts Make Progress on Spacewalk
NASA Explores Life and Death of Hurricanes
"NASA and, ESA Unite for Mars Missions"
D-RATS Help Ready Robot Exploration
"100 Million Years Later, Galactic Collision Continues"
Practice Makes Perfect EVAs
Spacewalk Preview Briefing
First Robotic Crew Member to Tweet from Space
"Rover's First ""Steps"" Make ""Parents"" Proud on This Week @ NASA"
"Spirit Hibernating, May Not Call Home"
Soccer-Ball-Shaped Molecules Detected in Space
"New Hubble Discovery, SOFIA's Second Series, and More on This Week @ NASA"
Spacewalk Could Last Six Hours
Georgia Students Quiz Space Station Residents
Release of Endangered Turtle Hatchlings at Kennedy Tops This Week @ NASA
Last Shuttle External Tank Arrives at Kennedy
New Space Technology Program Seeks Innovative Solutions
Endangered Turtle Hatchlings Released at Kennedy
Last Discovery Crew Inspects Flight Hardware
"The Last ET, Virtual Moon Mission and a Job Well Done on This Week @ NASA"
Final Shuttle Tank Gets New Orleans Send-Off
Walker Talks with Houston From Space
"Docking, Apollo Module Moved, and Goddard Day 2010 on This Week @ NASA"
Wheels Installed on Next Mars Rover
Cargo Reaches Space Station
"Saturn, Venus Among Skywatchers' ""Stars"" this Month"
Be a Star!
Hurricane Alley: The Movie
New Citizens at KSC
"Venus Among Skywatchers' ""Stars"" this Month"
Soyuz Moved for Progress Arrival
"Polar Ice Study, Soccer Ball Science and Communication Satellite Retired This Week @ NASA"
KSC Co-Hosts Job Fair for Shuttle Workers
Students Discover Cave on Mars
Lunar Orbiter Marks First Year at Moon
"Doubling Up, Continuing Search and Hayabusa's Homecoming on This Week @ NASA"
NASA's Arctic Voyage Underway
New Crew Greeted at Space Station
Expedition 24 Crew Docks To The Space Station
New Crew Begins Journey to ISS
New Station Crew Readies For Flight
Moon Water More Abundant than Previously Believed
Hayabusa's Fiery Homecoming Ends Seven-Year Journey
"Stimulating Summer Learning, Three New Crew, and Making Water Landings Safe on This Week at NASA"
"""Summer of Innovation"" a Stimulating Experience"
Science Keeps Station Crew Busy
Expedition 24: Twice the Effort
Expedition 24 Crew to Double on ISS
Shuttle Atlantis: From the Inside
Soyuz Landing Spotlighted with New View
Four Join Astronaut Hall of Fame
SpaceX Launch A Success
"Soyuz's Safe Landing, Tracking Climate Change, and Student Balloon Launch top This Week @ NASA"
STS-132: Atlantis' Final Flight
Mars Rover Spirit Finds Clue to Planet's Past and Environment for Life
Crew Follows Traditional Pre-Launch Path
Going Up: New Mobile Rocket Launcher
"Robotics Students ""Dig Up Dirt"" for Scholarship"
Climate Simulation Center To Help Track Global Warming
"Sub-Scale Rocket Test Saves Time, Money"
Change of Command on ISS
Expedition Crew Lands Safely in Kazakhstan
Asian Pacific American Heritage Month Profile: Jaiwon Shin
"Final Flight, NextGen Explorers, and Exciting FORCAST on This Week @ NASA"
"""Ice Team"" Inspects NASA's Shuttle Atlantis During STS-132 Launch Countdown"
NASA Satellites Capture Growing Oil Spill
Shuttle Astronauts Happy to be Home
STS-132: The Mission Highlights
Mission Objectives Met on STS-132
Safe Landing Ends Atlantis' Final Flight
Atlantis Astronauts Ready for Return
New Looks at Atlantis Launch
Chief Technologist Helps Chart New Course for Research and Development
Shuttle's Systems Checked Before Landing
Shuttle Crew Enjoys Final Days of Mission
